datetime,GHI_actual,GHI_predicted
2024-06-25 12:30:00,0.0,-32.0767206716385
2024-06-25 12:45:00,0.0,24.140790006812757
2024-06-25 13:00:00,2.4,7.887292761085207
2024-06-25 13:15:00,11.13,12.716096744910207
2024-06-25 13:30:00,50.73,7.53147978676758
2024-06-25 13:45:00,106.33,71.8826065268478
2024-06-25 14:00:00,124.8,108.61708701025596
2024-06-25 14:15:00,122.47,92.3833884718596
2024-06-25 14:30:00,126.13,122.25931859551983
2024-06-25 14:45:00,69.0,175.72381870168397
2024-06-25 15:00:00,78.13,276.578092593984
2024-06-25 15:15:00,180.4,270.29115517325135
2024-06-25 15:30:00,178.67,324.2607634540624
2024-06-25 15:45:00,175.73,435.2088481527137
2024-06-25 16:00:00,268.8,394.2645515499382
2024-06-25 16:15:00,349.08,325.368652765955
2024-06-25 16:30:00,371.73,379.5707565968603
2024-06-25 16:45:00,329.27,355.8980028863329
2024-06-25 17:00:00,279.87,402.8819278959785
2024-06-25 17:15:00,264.67,304.6416205834269
2024-06-25 17:30:00,259.33,376.2000592149221
2024-06-25 17:45:00,244.33,356.0484346108808
2024-06-25 18:00:00,0.0,84.00319953785117
2024-06-25 18:15:00,0.0,52.76044477065264
2024-06-25 18:30:00,0.0,9.923250413950004
2024-06-25 18:45:00,0.08,-4.43623604497819
2024-06-25 19:00:00,5.75,86.66611463690144
2024-06-25 19:15:00,30.08,2.7333229524612617
2024-06-25 19:30:00,51.83,23.087694982949508
2024-06-25 19:45:00,85.62,91.20761168296694
2024-06-25 20:00:00,168.91,83.84370854163339
2024-06-25 20:15:00,192.36,225.59565013146914
2024-06-25 20:30:00,153.13,228.78701696996467
2024-06-25 20:45:00,111.38,403.1100294293975
2024-06-25 21:00:00,212.5,330.5395968752032
2024-06-25 21:15:00,288.0,244.26214246328098
2024-06-25 21:30:00,446.75,329.91316458334694
2024-06-25 21:45:00,671.22,363.40415247216185
2024-06-25 22:00:00,543.0,347.37095930477443
2024-06-25 22:15:00,514.6,402.3463874581741
2024-06-25 22:30:00,0.0,68.62225568501093
2024-06-25 22:45:00,0.0,21.81751609442583
2024-06-25 23:00:00,0.0,-1.0981231074344826
2024-06-25 23:15:00,1.42,-12.400541532799258
2024-06-25 23:30:00,9.7,42.0888642557635
2024-06-25 23:45:00,74.0,97.6794558368278
2024-06-26 00:00:00,267.25,110.61383095897783
2024-06-26 00:15:00,367.42,84.76404357753815
2024-06-26 00:30:00,533.14,343.33565905324616
2024-06-26 00:45:00,559.7,312.6569571615348
2024-06-26 01:00:00,522.17,475.57014358968274
2024-06-26 01:15:00,425.64,445.93056077475717
2024-06-26 01:30:00,381.91,314.1779152407999
2024-06-26 01:45:00,587.5,448.0373991066422
2024-06-26 02:00:00,331.67,454.07742785395595
2024-06-26 02:15:00,0.0,47.129733967099625
2024-06-26 02:30:00,38.5,125.39069590111774
2024-06-26 02:45:00,599.93,529.768227123879
2024-06-26 03:00:00,0.0,41.54213448404747
2024-06-26 03:15:00,0.0,1.2695122503674177
2024-06-26 03:30:00,0.0,5.691733144598526
2024-06-26 03:45:00,0.0,-7.458013272525432
2024-06-26 04:00:00,0.0,-17.68752249198795
2024-06-26 04:15:00,0.0,9.910944653173921
2024-06-26 04:30:00,0.13,-12.26936284734421
2024-06-26 04:45:00,12.2,24.223692125768586
2024-06-26 05:00:00,40.07,-12.744121700133354
2024-06-26 05:15:00,89.8,19.206120773287388
2024-06-26 05:30:00,191.47,39.09120469531908
2024-06-26 05:45:00,129.67,106.84012750691876
2024-06-26 06:00:00,177.07,113.66619285571953
2024-06-26 06:15:00,227.73,141.67988335955442
2024-06-26 06:30:00,246.07,280.08597032827146
2024-06-26 06:45:00,291.53,427.8447293894853
2024-06-26 07:00:00,339.2,399.67248642983566
2024-06-26 07:15:00,310.07,246.89842990168424
2024-06-26 07:30:00,567.87,469.22548662119954
2024-06-26 07:45:00,415.4,323.7120820091608
2024-06-26 08:00:00,619.13,326.4689769674446
2024-06-26 08:15:00,715.27,310.3051592897803
2024-06-26 08:30:00,653.07,314.39168792864723
2024-06-26 08:45:00,766.6,357.7493962954314
2024-06-26 09:00:00,733.67,364.18746742926635
2024-06-26 09:15:00,648.53,322.21012100322247
2024-06-26 09:30:00,700.53,200.41372301503395
2024-06-26 09:45:00,342.67,283.90595391810183
2024-06-26 10:00:00,277.8,264.5577350092542
2024-06-26 10:15:00,327.93,435.85084447926545
2024-06-26 10:30:00,429.6,391.11772189381037
2024-06-26 10:45:00,386.6,350.06900433253827
2024-06-26 11:00:00,505.87,381.2329693369887
2024-06-26 11:15:00,521.13,380.28733044639654
2024-06-26 11:30:00,526.33,447.59820074319384
2024-06-26 11:45:00,460.33,326.5317254599177
2024-06-26 12:00:00,0.0,12.53476788901538
2024-06-26 12:15:00,0.0,-1.3629463101836248
2024-06-26 12:30:00,0.0,-4.140310229858426
2024-06-26 12:45:00,0.0,-6.988381875509814
2024-06-26 13:00:00,0.0,-8.450838189365093
2024-06-26 13:15:00,0.0,3.6957051828312966
2024-06-26 13:30:00,0.0,-11.368053034392023
2024-06-26 13:45:00,2.07,-3.206909769438193
2024-06-26 14:00:00,10.8,13.061390328432141
2024-06-26 14:15:00,25.2,19.905918174328434
2024-06-26 14:30:00,42.33,47.381559645487314
2024-06-26 14:45:00,67.47,64.70042616619357
2024-06-26 15:00:00,87.27,94.85582942833399
2024-06-26 15:15:00,116.67,151.96701680494814
2024-06-26 15:30:00,167.07,205.45723698025049
2024-06-26 15:45:00,180.0,268.38332000449907
2024-06-26 16:00:00,180.07,257.3314023130881
2024-06-26 16:15:00,151.53,243.12081149606783
2024-06-26 16:30:00,169.27,316.935596829619
2024-06-26 16:45:00,187.73,393.99732558553114
2024-06-26 17:00:00,206.53,485.8711692564502
2024-06-26 17:15:00,229.8,330.657547675924
2024-06-26 17:30:00,253.07,461.54997993977446
2024-06-26 17:45:00,237.33,404.67239927174916
2024-06-26 18:00:00,247.27,404.79087151031865
2024-06-26 18:15:00,234.53,465.8994538339076
2024-06-26 18:30:00,154.8,317.32875751702124
